Country,Year,GDP_per_capita,Literacy_Rate,Cluster
Kenya,2020,10123.22,73.4,1
Egypt,2020,-16166.78,77.7,0
Brazil,2016,15378.39,78.2,1
Turkey,2016,15264.19,88.0,1
Turkey,2023,13453.27,81.6,2
South Africa,2020,3183.18,81.3,0
South Korea,2017,2219.04,73.5,1
Egypt,2016,15004.78,79.2,1
China,2019,4897.08,95.2,0
South Africa,2017,16259.04,81.8,1
Saudi Arabia,2017,-2535.83,85.6,0
Germany,2017,16952.79,95.5,2
Indonesia,2022,11567.7,89.2,2
Argentina,2024,17502.58,84.0,2
Mexico,2024,17181.07,73.5,1
Saudi Arabia,2020,14238.82,84.3,2
Japan,2017,19944.55,99.1,2
Mexico,2016,6032.82,93.9,0
Indonesia,2022,24652.29,83.1,2
Kenya,2019,-10144.45,83.7,0
Argentina,2015,21255.54,77.4,2
South Korea,2023,11518.89,74.0,1
Germany,2019,7535.05,80.7,0
Mexico,2022,11603.21,86.1,0
Canada,2015,15160.97,89.1,2
South Korea,2019,18369.98,94.4,0
Germany,2016,23625.0,75.0,1
Saudi Arabia,2024,3435.85,91.1,0
Turkey,2021,26131.66,85.8,2
Mexico,2024,19873.91,86.7,2
Russia,2015,26391.63,70.0,2
Mexico,2024,10280.68,97.2,2
South Africa,2020,-1785.35,93.1,0
Saudi Arabia,2022,20095.26,81.1,2
Turkey,2017,11884.77,81.0,1
Canada,2022,17337.19,85.2,1
India,2020,12745.24,83.9,2
Germany,2023,26473.42,92.4,2
Brazil,2015,21250.86,84.6,1
Egypt,2022,-1478.5,79.9,0
Mexico,2023,19670.7,98.0,2
Turkey,2024,11538.72,92.3,0
Brazil,2020,29784.32,93.3,2
South Korea,2019,29782.94,100.0,2
France,2021,16404.83,79.0,2
Japan,2024,17629.15,83.7,1
Canada,2020,19446.61,92.3,2
Germany,2020,18760.11,81.2,1
India,2023,2117.9,70.9,1
France,2019,-1473.28,96.4,0
Nigeria,2024,-13580.01,100.0,0
China,2020,11006.02,73.3,1
Germany,2024,5183.89,100.0,0
China,2020,14390.09,88.7,0
Kenya,2021,6519.77,100.0,0
China,2024,14584.36,97.7,2
Germany,2019,6781.98,100.0,0
Russia,2021,8761.55,87.9,0
Japan,2017,15991.25,89.5,0
Turkey,2016,4240.58,81.7,0
Australia,2023,12403.04,82.0,2
South Korea,2015,25156.91,80.0,2
South Korea,2019,19579.77,96.5,2
Brazil,2018,21188.46,76.4,1
Japan,2022,20626.03,82.9,1
South Africa,2018,338.58,87.0,0
China,2017,16442.44,88.8,1
Germany,2019,21580.58,83.0,2
India,2023,15914.47,88.9,2
Russia,2023,19180.17,81.5,2
Canada,2020,6145.04,82.6,0
Saudi Arabia,2017,20494.19,81.2,1
Saudi Arabia,2021,15924.77,81.9,1
China,2017,30168.99,82.6,2
Brazil,2024,17047.82,82.8,1
Brazil,2022,22477.24,72.4,1
Canada,2021,9257.17,79.6,2
South Korea,2018,15373.1,90.5,2
Mexico,2024,17496.5,100.0,2
Kenya,2022,2415.41,75.4,1
Egypt,2023,-4565.33,90.0,0
Egypt,2019,10762.19,76.0,1
Indonesia,2018,5456.21,77.3,1
South Korea,2024,-986.76,81.9,0
Mexico,2022,8218.98,80.3,0
Kenya,2021,16358.73,99.8,0
Turkey,2023,19034.92,81.9,2
Australia,2017,8373.65,89.3,2
South Africa,2024,2219.4,87.4,0
China,2019,16725.35,89.6,2
Canada,2022,29789.3,86.8,2
South Korea,2023,-4665.36,88.1,0
India,2023,8134.27,98.1,0
India,2019,18556.74,80.2,1
Germany,2017,16329.12,82.3,1
Nigeria,2022,2570.55,96.2,0
Turkey,2017,11344.07,78.8,1
Australia,2016,-4814.34,79.9,0
Egypt,2022,3376.62,87.2,0
South Korea,2015,16868.76,84.8,1
Australia,2015,17333.86,97.0,2
France,2023,20355.51,57.6,1
South Korea,2018,25197.22,76.8,2
France,2016,24292.02,78.5,2
South Korea,2018,21392.54,77.3,1
United States,2020,15322.46,89.0,2
India,2020,30750.06,88.9,2
China,2017,15971.83,77.5,1
Canada,2019,-3845.63,75.2,0
Indonesia,2017,13762.48,93.1,0
Indonesia,2022,17016.03,71.9,1
Saudi Arabia,2015,30164.06,100.0,2
Germany,2015,19939.43,82.8,1
Nigeria,2018,7998.57,77.7,1
China,2023,4044.29,79.3,0
Saudi Arabia,2023,33792.87,83.6,2
Australia,2016,23717.04,100.0,2
Kenya,2018,627.34,86.9,0
Kenya,2016,14179.43,89.0,2
Canada,2018,23851.69,84.5,1
Australia,2024,12453.59,87.0,0
Mexico,2016,22325.23,100.0,2
India,2022,12856.81,94.5,0
Saudi Arabia,2023,7048.63,82.5,0
United States,2023,7114.14,78.2,1
Argentina,2018,27330.57,92.6,2
China,2019,14239.0,97.7,2
Australia,2015,16827.86,85.3,2
Saudi Arabia,2020,23779.88,86.8,2
Egypt,2024,900.07,70.4,1
Australia,2017,11492.58,70.6,1
Germany,2023,5332.14,80.2,0
South Korea,2016,8263.21,81.3,1
Turkey,2023,18996.47,78.3,1
Turkey,2023,24077.12,78.2,1
Russia,2015,11630.96,82.1,1
France,2022,12345.77,73.1,1
Canada,2021,8698.22,69.7,1
South Korea,2019,26472.01,87.5,2
United States,2020,15526.28,75.8,1
Germany,2020,8340.19,76.5,1
Egypt,2016,12548.4,100.0,2
Argentina,2020,19705.26,79.5,1
China,2015,15369.69,65.2,1
South Korea,2023,-3330.34,79.6,0
Japan,2017,22775.44,84.3,2
Mexico,2022,-2987.97,83.8,0
Brazil,2017,27451.33,100.0,2
Germany,2022,2422.16,68.7,1
Canada,2019,1063.34,89.4,0
South Africa,2015,-542.46,78.4,0
South Africa,2015,3198.62,87.0,0
Japan,2019,6078.03,79.0,1
Turkey,2021,9485.79,73.8,1
Russia,2022,12743.0,81.1,1
Nigeria,2015,2802.91,99.7,0
South Africa,2019,9509.7,94.8,0
South Korea,2015,21925.4,91.5,2
Japan,2019,2915.63,79.7,0
India,2020,10655.82,90.5,2
Australia,2021,28002.64,74.1,1
Mexico,2021,5672.21,81.0,0
Japan,2017,22342.18,100.0,2
Indonesia,2022,-2228.7,72.3,1
South Korea,2023,19881.88,89.9,2
Nigeria,2016,-14739.83,87.0,0
Australia,2016,10242.62,96.8,0
Australia,2024,23675.82,84.2,1
Brazil,2023,13604.45,68.8,1
Kenya,2020,6921.35,94.9,0
India,2016,10951.29,93.6,0
Japan,2019,18097.19,78.2,2
Kenya,2022,14168.24,89.1,2
Saudi Arabia,2021,10576.61,100.0,0
Brazil,2022,-8575.23,86.6,0
South Korea,2022,17966.94,66.3,1
Canada,2020,15262.91,84.2,1
Saudi Arabia,2021,23486.4,94.8,2
Nigeria,2015,-3674.84,99.7,0
Germany,2021,4781.03,60.2,1
South Korea,2023,25600.04,86.9,2
Brazil,2015,5513.48,94.3,0
China,2024,11270.18,67.7,1
Mexico,2015,-302.81,70.5,1
China,2016,18894.74,90.8,2
Egypt,2020,-3384.58,57.3,1
South Korea,2021,16540.95,85.4,2
Argentina,2015,25378.38,82.4,2
Saudi Arabia,2017,-6835.24,79.3,0
Mexico,2020,23756.5,92.8,2
South Korea,2022,32082.57,77.7,1
Germany,2024,24417.67,80.3,2
China,2023,7057.05,73.7,1
South Korea,2021,22254.27,91.9,2
Japan,2019,8625.75,96.0,0
Egypt,2016,3373.35,80.4,0
United States,2017,27434.26,91.3,2
Indonesia,2023,13186.7,97.5,2
France,2023,14933.11,84.7,1
India,2019,19841.06,61.1,1
Nigeria,2022,2726.8,90.7,0
South Africa,2024,7217.58,79.9,1
Kenya,2022,-5227.86,90.6,0
South Africa,2016,2502.68,77.9,0
China,2016,22688.75,74.7,1
Mexico,2017,19707.49,83.6,1
Mexico,2016,5698.32,86.1,0
Japan,2020,10257.61,97.1,0
Germany,2023,11196.12,89.2,0
Russia,2019,24480.06,71.1,1
Kenya,2017,14530.76,88.4,2
Brazil,2020,9958.14,86.9,0
Turkey,2018,16488.74,75.5,1
India,2018,18381.03,73.6,1
China,2018,19559.01,85.2,1
Indonesia,2015,13955.4,95.8,0
South Korea,2023,33664.13,100.0,2
Argentina,2020,10645.8,77.5,1
Mexico,2023,12204.6,98.3,2
China,2024,35066.45,88.7,2
Germany,2016,17937.6,92.2,0
Kenya,2021,6135.81,95.9,0
Indonesia,2023,15811.38,68.2,1
Australia,2021,15133.61,82.1,1
Argentina,2016,12564.34,80.3,1
China,2020,19829.86,92.5,1
Germany,2022,24126.29,77.7,1
Mexico,2023,26471.08,90.3,2
South Korea,2017,12280.13,83.8,1
Russia,2024,17398.36,82.4,1
Brazil,2017,15545.65,92.3,2
Australia,2023,19632.49,84.3,2
Canada,2016,5909.0,91.8,0
Turkey,2017,70.03,85.3,0
Kenya,2017,12586.93,100.0,0
Brazil,2020,10630.67,93.2,2
Egypt,2020,7465.47,88.4,0
Turkey,2019,15571.37,82.9,2
Germany,2019,13101.5,74.8,1
South Africa,2023,6695.23,76.4,1
Nigeria,2017,4666.76,92.6,0
Kenya,2024,-3301.43,87.8,0
Russia,2016,13058.67,84.5,2
Turkey,2017,21191.02,88.1,1
Argentina,2024,10110.49,94.1,2
China,2017,22876.74,85.4,1
Saudi Arabia,2024,11781.52,89.0,2
Japan,2024,8399.22,57.9,1
Canada,2015,16627.86,82.2,1
Germany,2015,35368.44,75.5,1
Argentina,2019,24398.51,86.8,2
South Africa,2024,-1172.23,77.7,0
Australia,2024,22729.18,94.5,2
United States,2022,12904.44,84.0,1
Russia,2019,23140.25,78.4,1
Kenya,2022,-616.04,86.6,0
Egypt,2021,6352.13,89.4,0
Kenya,2022,-2438.01,64.8,1
Germany,2015,25760.94,75.8,1
Brazil,2022,15889.79,90.0,2
Australia,2022,22563.98,78.9,1
Mexico,2018,6656.57,85.7,0
Japan,2024,12179.26,74.1,1
China,2020,15848.58,92.1,2
Japan,2020,14392.81,79.6,2
France,2017,15004.31,100.0,0
South Korea,2023,17086.93,86.7,2
Russia,2016,26849.89,74.1,1
Japan,2018,12033.84,83.3,2
Mexico,2016,22735.34,84.3,1
Nigeria,2022,-4693.09,100.0,0
Egypt,2017,22946.68,96.8,2
India,2015,2944.62,77.3,1
Kenya,2021,2275.46,80.3,0
Saudi Arabia,2021,12341.82,100.0,2
Egypt,2017,5816.5,78.2,1
Japan,2024,8291.35,89.2,2
Japan,2018,22597.6,84.3,2
Brazil,2022,12563.02,81.7,1
Turkey,2022,9746.32,83.0,2
Indonesia,2019,27320.86,68.1,1
Indonesia,2015,19303.81,66.7,1
Germany,2021,11839.46,84.0,2
Turkey,2022,29276.47,91.9,2
Egypt,2018,-2690.71,91.0,0
Argentina,2020,7361.05,78.9,1
Canada,2015,2119.83,82.9,0
Kenya,2022,-2831.36,83.9,0
Saudi Arabia,2022,21997.92,100.0,2
Kenya,2023,16209.73,86.6,1
United States,2016,13105.18,83.6,1
Australia,2017,6283.89,92.5,0
Nigeria,2020,2891.99,90.5,0
France,2020,18885.98,79.8,2
Canada,2021,21016.37,95.9,2
Canada,2024,8127.17,77.4,1
Russia,2018,19189.82,84.9,2
South Korea,2023,6177.79,80.3,1
Kenya,2016,16473.46,81.1,1
France,2023,2147.18,100.0,0
Mexico,2023,25017.27,88.7,2
Nigeria,2024,-8228.7,90.6,0
Saudi Arabia,2016,-3687.45,70.7,1
China,2016,23287.33,83.0,1
France,2020,638.97,88.8,0
Japan,2023,11799.54,78.6,1
South Korea,2017,12514.97,89.9,0
South Africa,2024,-3148.65,84.1,0
Turkey,2021,26386.12,90.1,2
Turkey,2015,41272.95,93.7,2
Canada,2015,4119.81,95.0,0
China,2020,3341.61,78.7,1
Indonesia,2023,17453.58,80.7,2
Mexico,2017,18375.75,98.6,2
Saudi Arabia,2023,13052.75,92.2,2
China,2020,24127.17,94.5,2
Saudi Arabia,2020,28461.18,78.7,2
Brazil,2021,7317.18,87.2,0
Saudi Arabia,2019,15771.02,77.8,1
Argentina,2020,18673.29,98.7,2
Turkey,2023,8255.18,85.4,0
Russia,2022,8742.56,87.2,0
Argentina,2019,13475.8,73.7,1
Indonesia,2015,-2714.15,63.7,1
South Korea,2020,15966.16,77.3,2
India,2021,9784.38,67.3,1
Argentina,2019,28931.07,82.4,2
United States,2024,18558.87,62.7,1
Indonesia,2019,22722.12,88.9,2
Argentina,2024,30866.99,72.8,1
Egypt,2015,12723.78,78.8,1
Argentina,2022,13173.11,73.5,1
Brazil,2023,21516.28,89.6,1
Saudi Arabia,2021,14375.13,90.3,2
China,2018,20196.65,100.0,2
Canada,2024,13726.39,95.6,0
India,2018,16330.71,78.7,1
United States,2022,4270.96,80.6,0
Japan,2021,12015.53,100.0,0
China,2021,7058.73,89.6,0
South Africa,2021,12236.54,80.8,1
Turkey,2024,18610.58,78.2,1
Indonesia,2015,17866.67,75.1,1
China,2023,28955.96,74.5,1
South Africa,2023,-6653.98,85.0,0
Japan,2022,15268.54,89.3,0
Turkey,2021,7750.25,100.0,0
Japan,2017,7764.8,100.0,0
Mexico,2023,13397.97,73.8,1
Japan,2023,21851.68,67.1,1
South Korea,2019,16335.74,71.8,1
Saudi Arabia,2022,16041.04,97.2,0
South Africa,2018,12355.09,91.3,0
Nigeria,2023,-13301.43,77.2,0
Kenya,2018,14350.03,80.8,1
Kenya,2019,8901.01,96.3,0
South Africa,2022,14730.64,82.6,1
Japan,2022,11810.39,89.0,0
South Korea,2023,19534.08,85.7,2
Nigeria,2019,15957.85,73.9,1
India,2024,9046.05,100.0,2
Russia,2021,18910.77,79.0,2
France,2020,16054.0,79.2,1
China,2019,10824.36,72.5,1
Canada,2019,13486.56,85.7,1
Germany,2020,21615.57,87.0,2
Mexico,2019,18634.65,77.8,1
Indonesia,2018,7919.77,89.6,0
South Africa,2023,-12307.57,87.6,0
Nigeria,2023,710.61,89.1,0
Nigeria,2017,14183.28,98.4,0
India,2024,6003.83,85.3,0
Argentina,2018,17085.25,89.5,2
Egypt,2015,1183.6,78.8,0
Turkey,2018,17130.36,84.2,2
Egypt,2015,7446.77,98.5,0
India,2021,1106.19,80.0,0
Japan,2022,9200.69,90.7,0
India,2017,7912.52,89.0,2
United States,2023,31846.85,92.6,2
Brazil,2021,15407.31,78.4,1
Indonesia,2022,15633.62,90.0,2
South Africa,2019,9761.79,87.0,0
Japan,2019,16336.02,85.6,1
Canada,2016,11346.97,77.8,2
Argentina,2018,26505.56,98.9,2
Russia,2015,24306.26,70.2,1
Brazil,2021,25279.33,91.1,2
Brazil,2015,31438.48,90.8,2
France,2022,15262.69,84.7,1
Brazil,2019,1439.86,99.7,0
Canada,2015,29397.91,94.1,2
Kenya,2024,8172.76,91.3,0
Saudi Arabia,2016,22572.41,78.3,1
Japan,2019,17256.0,71.9,1
Mexico,2023,14421.66,79.0,1
Turkey,2022,11632.11,70.1,1
China,2023,15319.25,85.9,2
Mexico,2019,11702.71,77.6,2
South Africa,2016,10546.51,87.1,0
Japan,2017,15888.54,84.6,1
Mexico,2019,17303.36,77.1,1
Brazil,2015,31412.08,71.8,2
Japan,2019,22214.12,86.0,2
Argentina,2018,16176.09,78.2,1
Brazil,2024,25242.82,100.0,2
France,2021,26673.29,85.2,2
Turkey,2020,26059.47,80.4,1
Germany,2021,24409.81,82.7,2
India,2017,9592.5,65.5,1
China,2022,22221.43,79.1,1
Japan,2018,8974.49,77.2,2
United States,2019,8067.44,90.7,0
France,2018,3565.86,88.6,0
Mexico,2019,7135.17,78.6,1
Japan,2019,25520.38,78.5,2
Argentina,2024,19762.59,81.1,1
United States,2019,34845.21,100.0,2
South Korea,2018,22384.7,75.9,1
Canada,2016,20918.07,67.8,1
Mexico,2019,8101.54,77.2,1
Brazil,2021,8514.74,77.7,1
Turkey,2019,14580.42,75.8,1
India,2019,11531.91,100.0,0
South Korea,2024,9656.47,81.0,1
Egypt,2018,-13288.45,100.0,0
China,2022,13112.16,100.0,0
China,2022,32147.56,65.2,1
Saudi Arabia,2020,18538.25,79.3,2
Australia,2023,20782.21,80.1,1
Indonesia,2023,23465.09,87.0,2
South Africa,2018,13720.52,66.2,1
Saudi Arabia,2016,17491.12,75.8,2
Turkey,2022,16102.07,86.8,2
Turkey,2020,8344.23,83.5,0
Germany,2024,21389.19,100.0,2
India,2015,4999.79,82.3,2
Russia,2023,20507.49,92.9,1
South Africa,2024,10728.65,84.2,0
Russia,2017,18036.88,64.1,1
Brazil,2020,2325.38,64.8,1
Turkey,2022,8199.93,76.2,1
India,2018,12321.81,85.1,1
Argentina,2022,21597.61,80.3,1
Germany,2023,25671.49,74.3,2
Mexico,2015,26713.61,82.5,1
Mexico,2017,19453.74,88.0,2
Turkey,2021,4840.62,73.8,1
Mexico,2024,10357.16,82.3,2
Canada,2023,15823.72,86.4,2
Mexico,2019,14565.96,92.1,2
United States,2021,8132.19,96.4,0
Nigeria,2015,577.33,95.4,0
South Africa,2024,5970.78,90.7,0
Germany,2015,16319.66,93.0,2
Australia,2020,5919.9,75.5,1
Germany,2023,3201.77,74.4,1
Canada,2016,17473.26,65.5,1
Indonesia,2015,9779.22,85.2,0
Kenya,2021,4102.51,79.9,0
Brazil,2017,19032.75,98.3,2
Australia,2020,22196.79,75.8,1
France,2022,24463.16,80.2,2
France,2021,1543.46,68.9,1
Germany,2023,9814.94,73.1,1
China,2020,14484.82,88.2,2
India,2017,24779.22,93.6,2
Russia,2021,-2065.48,100.0,0
Turkey,2017,10022.98,100.0,0
Egypt,2015,-1930.04,79.7,0
United States,2019,31359.51,100.0,2
Mexico,2023,-4185.3,75.8,0
Australia,2023,21622.2,76.0,1
France,2018,11755.3,90.8,2
Egypt,2022,13625.7,94.7,0
South Korea,2017,12148.18,100.0,2
Nigeria,2018,16716.51,82.1,1
India,2015,12270.4,89.2,0
Australia,2024,18440.71,97.6,2
United States,2018,15888.71,69.9,1
South Africa,2016,-1555.99,89.4,0
India,2024,22005.25,74.7,1
Canada,2022,19362.07,85.3,1
Saudi Arabia,2015,23014.96,92.4,2
Egypt,2015,-1836.58,76.0,0
France,2022,3076.06,89.5,0
Egypt,2023,8033.24,80.6,1
South Africa,2015,5606.59,85.5,0
China,2023,13665.28,81.3,1
Kenya,2018,10839.56,94.8,0
Argentina,2020,16328.15,97.7,2
Argentina,2024,19570.26,78.5,1
Japan,2018,3282.35,76.7,1
Kenya,2017,11971.11,62.7,1
Turkey,2018,1720.76,100.0,0
Australia,2019,12760.27,100.0,0
Nigeria,2015,9603.98,80.0,1
Russia,2024,15788.21,91.5,0
Brazil,2021,7320.22,81.8,1
Russia,2022,21810.74,87.4,2
Canada,2020,13852.61,76.5,1
France,2023,22398.61,83.0,1
Japan,2021,19001.91,90.5,2
Australia,2017,15347.39,71.9,1
Kenya,2021,12320.21,82.8,1
Brazil,2023,27688.91,91.5,2
Indonesia,2018,23659.03,95.4,2
Egypt,2019,-15322.91,63.4,0
China,2022,14230.85,70.8,1
Canada,2023,19883.52,79.6,2
Australia,2021,6759.24,82.6,0
Russia,2023,9662.72,92.7,2
China,2021,10772.39,80.9,2
Egypt,2019,1267.84,79.9,0
South Africa,2020,9735.04,85.8,0
Germany,2022,11805.36,82.4,2
South Korea,2016,15905.28,84.2,2
Russia,2018,18010.61,84.2,1
Canada,2019,7925.79,97.9,0
France,2024,12279.84,81.0,2
Saudi Arabia,2015,18309.01,74.0,1
Germany,2018,18849.17,95.7,2
Argentina,2023,17458.47,75.9,1
South Africa,2022,-6502.72,75.4,0
South Africa,2020,17597.94,77.3,2
Kenya,2015,-15448.97,75.2,0
South Africa,2018,15656.81,82.5,1
India,2022,11278.04,92.8,2
Egypt,2024,-8323.46,78.1,0
South Africa,2021,-8571.91,82.8,0
Egypt,2023,-8904.13,79.6,0
Japan,2019,16368.32,96.5,2
France,2022,22105.26,92.8,2
Russia,2020,28213.11,92.5,2
Kenya,2019,2813.73,87.0,0
South Korea,2023,20779.97,77.2,2
Indonesia,2022,8848.32,100.0,0
India,2022,9858.23,95.9,0
Japan,2018,14642.98,92.8,0
South Korea,2020,10286.57,98.2,0
Australia,2015,12454.55,82.2,2
Argentina,2018,13686.29,88.7,0
China,2015,6469.1,93.2,0
Nigeria,2023,184.19,75.8,0
Argentina,2024,7872.12,70.2,1
Australia,2019,8902.73,81.5,2
China,2018,-7850.2,96.6,0
Japan,2018,30398.71,72.7,1
France,2024,15624.62,87.7,2
Egypt,2022,-4736.96,97.9,0
Russia,2020,16844.27,83.7,2
Nigeria,2022,13875.66,93.9,2
Indonesia,2022,13450.53,89.3,2
Brazil,2020,31087.22,89.8,2
Brazil,2017,-4438.04,88.9,0
Russia,2022,21881.21,94.0,2
Brazil,2023,7873.35,75.4,1
Canada,2023,24005.44,79.9,2
Canada,2016,13897.71,89.1,2
Canada,2015,5206.2,78.4,0
Australia,2017,21910.62,76.5,2
Egypt,2016,9002.32,88.1,0
China,2015,7860.28,79.4,1
South Africa,2023,3342.91,82.0,0
Mexico,2020,14293.92,90.9,2
Canada,2024,11428.36,82.1,1
Saudi Arabia,2022,-3531.56,87.3,0
Indonesia,2015,6810.12,85.3,0
United States,2023,30688.83,92.9,2
Russia,2021,30399.52,73.2,1
United States,2015,15408.61,93.6,0
Turkey,2019,6121.28,100.0,0
Russia,2019,13256.25,90.2,0
United States,2023,12749.65,79.4,1
Australia,2017,23896.49,72.1,1
India,2016,19478.49,76.9,2
Turkey,2017,7255.6,84.8,0
Egypt,2018,13454.63,78.9,1
Saudi Arabia,2023,4925.64,95.7,0
Nigeria,2020,-3460.48,96.8,0
Nigeria,2021,-7335.92,97.2,0
Germany,2020,17336.29,85.4,1
France,2022,9450.43,83.2,0
Argentina,2018,24522.89,85.4,2
Egypt,2019,1375.55,79.3,0
Germany,2015,15142.84,75.3,1
Germany,2021,9622.25,85.5,2
France,2021,15358.59,69.8,1
Russia,2022,15160.24,99.1,0
Canada,2015,853.89,91.0,0
Brazil,2016,13317.38,97.8,0
Indonesia,2021,9628.96,100.0,0
Japan,2024,23951.3,85.2,1
India,2023,21774.83,72.9,1
Canada,2018,26480.52,64.1,1
South Africa,2024,-4974.63,82.3,0
Indonesia,2019,11078.47,92.1,2
Canada,2016,11170.46,79.1,1
Nigeria,2023,-7658.19,90.1,0
Argentina,2015,14946.57,81.3,2
Brazil,2020,26206.22,79.2,1
United States,2018,25328.42,74.5,1
Argentina,2017,20345.98,91.1,2
France,2016,15389.73,84.0,1
Kenya,2017,7698.02,92.6,0
Argentina,2018,27781.4,94.7,2
Argentina,2021,5387.72,81.4,0
Russia,2020,14668.34,100.0,2
France,2017,13623.75,86.7,2
Germany,2023,36828.0,86.0,2
South Korea,2015,22430.81,92.7,2
India,2021,1966.33,80.8,0
Egypt,2016,-2450.65,91.4,0
Japan,2024,8374.88,79.2,1
Saudi Arabia,2024,4986.42,96.4,0
France,2020,7494.56,63.8,1
United States,2019,27152.16,94.7,2
Mexico,2022,22908.21,92.1,2
Egypt,2020,-11257.78,96.2,0
Russia,2021,5260.01,91.3,0
Australia,2017,-8470.17,67.8,1
Argentina,2021,16230.83,70.3,1
Germany,2024,8521.92,87.5,2
Kenya,2018,23403.3,88.1,2
Germany,2016,24479.88,80.9,1
Nigeria,2017,-3236.73,97.2,0
France,2017,14369.39,90.6,0
France,2020,7804.42,79.7,2
South Korea,2016,10685.5,100.0,2
Germany,2015,26818.98,86.3,2
Kenya,2022,10845.88,85.4,0
South Korea,2019,26200.8,100.0,2
India,2017,5275.65,100.0,0
Germany,2017,20983.96,82.8,2
Australia,2022,13851.8,86.6,2
Russia,2023,10052.83,70.6,1
Turkey,2021,23873.66,77.0,1
India,2015,27906.87,87.0,1
Germany,2020,10132.5,82.8,0
Russia,2016,15683.82,82.5,2
Saudi Arabia,2024,18147.03,73.7,1
Japan,2021,15490.75,84.8,1
United States,2019,7914.78,93.7,0
Australia,2021,21413.12,68.9,1
Germany,2023,15870.28,76.6,1
Egypt,2024,6012.74,84.9,0
Turkey,2017,10061.72,88.3,0
France,2017,14358.9,93.5,0
China,2019,19009.99,86.5,2
Kenya,2019,759.59,100.0,0
Indonesia,2017,32127.76,73.4,1
Germany,2017,19744.84,100.0,2
Australia,2019,27085.85,86.0,2
Australia,2019,19158.63,95.0,2
Indonesia,2016,18767.74,75.9,1
South Korea,2019,22300.82,91.0,2
Egypt,2022,-12659.78,76.2,0
Saudi Arabia,2024,16383.13,94.5,0
South Africa,2022,11324.24,82.8,1
India,2017,18106.19,82.7,2
Kenya,2015,12913.87,83.4,1
France,2020,5717.31,100.0,0
Saudi Arabia,2021,23604.76,85.5,1
Japan,2022,30665.05,89.5,2
Japan,2021,9288.38,75.0,1
Saudi Arabia,2017,15443.84,86.5,1
Kenya,2020,-6065.58,100.0,0
Saudi Arabia,2018,7911.1,95.3,0
Indonesia,2020,5860.14,85.5,0
Brazil,2021,12423.51,69.0,1
Japan,2019,12811.15,75.3,1
Indonesia,2024,34408.68,82.0,2
Egypt,2020,-6569.87,70.4,0
France,2019,20858.78,84.0,2
France,2020,24028.75,78.6,1
India,2024,18946.03,72.2,1
South Africa,2024,1719.24,91.2,0
Russia,2017,-2414.24,59.3,1
Russia,2015,20270.56,100.0,2
Mexico,2018,15703.71,100.0,2
Mexico,2019,25041.81,83.2,2
Germany,2021,5573.23,60.6,1
Indonesia,2017,29387.32,93.9,2
Kenya,2018,13289.69,85.1,1
Nigeria,2017,-3384.95,91.5,0
Australia,2021,25446.21,93.5,2
Germany,2022,6056.85,90.3,0
Saudi Arabia,2022,17868.44,95.3,2
Argentina,2021,7911.68,97.0,0
Russia,2023,21351.48,90.8,1
Australia,2023,16964.23,88.0,1
Canada,2020,18613.6,79.3,1
Russia,2024,23897.19,83.9,1
Germany,2016,10955.04,98.8,2
Egypt,2020,25316.92,87.4,2
Brazil,2024,10515.54,81.9,2
Canada,2024,18376.11,77.7,1
France,2020,21251.43,63.6,1
Australia,2016,20230.92,63.2,1
United States,2016,28775.71,78.5,2
Nigeria,2018,9029.84,91.6,2
Turkey,2023,4317.42,87.2,0
Russia,2024,21116.8,93.5,2
Argentina,2018,39773.56,73.0,2
Mexico,2020,13692.74,76.9,1
France,2022,9221.6,73.2,1
Argentina,2023,2935.39,83.0,0
China,2020,24755.45,85.7,2
United States,2022,10366.51,88.2,0
India,2019,17227.09,90.2,2
Australia,2016,15962.8,99.6,2
India,2017,12369.35,95.0,0
South Korea,2019,2682.99,74.6,1
Japan,2022,18143.26,100.0,0
South Africa,2023,-7052.39,73.9,0
Indonesia,2020,26217.68,100.0,2
Indonesia,2016,17325.33,79.4,2
Mexico,2022,-6013.48,87.2,0
Japan,2016,16509.36,87.5,1
Kenya,2015,9630.37,76.5,1
India,2015,23318.1,83.9,2
Japan,2016,24843.87,95.1,2
Brazil,2018,7436.25,87.6,0
Turkey,2017,13990.87,81.7,2
Russia,2017,-1642.26,78.8,0
Japan,2023,13541.48,92.2,0
Australia,2022,24923.07,83.5,2
Egypt,2021,4080.54,83.5,0
Brazil,2017,27669.74,90.3,1
Australia,2021,26380.76,92.1,2
United States,2024,10408.52,77.8,1
South Africa,2022,-8753.46,83.3,0
Argentina,2021,11916.79,68.2,1
France,2015,8959.73,85.6,0
South Africa,2018,4085.55,90.0,0
Nigeria,2016,1857.28,91.9,0
Argentina,2016,14216.86,87.8,2
Russia,2017,-1350.15,70.1,1
South Korea,2020,-1175.95,82.6,0
South Africa,2022,-5988.65,100.0,0
India,2019,16042.86,86.9,2
Indonesia,2023,13185.91,94.9,2
Japan,2024,18475.02,93.8,2
France,2024,30839.59,85.3,2
France,2024,31769.29,85.2,2
India,2020,21599.07,73.5,1
South Korea,2022,12443.9,64.2,1
Saudi Arabia,2017,17913.36,74.4,1
Kenya,2024,20144.77,97.9,2
Argentina,2016,9270.44,88.2,2
China,2020,17574.68,82.3,1
India,2018,28229.08,66.6,1
Kenya,2016,11253.19,75.4,1
